Hostname, Patching group, Prepatch reboot status, Prepatch IVP checks, Patch status, Postpatch status, Post reboot status, Incident, Git link

10.9.156.117,Demogroup ,Passed , Passed , Passed ,  ,  , N/A, N/A
